"snpId","chrId","positionBp","positionCM","C57BL.6J.Chr1PWD.ForeJ","C57BL.6J.Chr2PWD.ForeJ","C57BL.6J.Chr3PWD.ForeJ","C57BL.6J.Chr4PWD.ForeJ","C57BL.6J.Chr5PWD.ForeJ","C57BL.6J.Chr6PWD.ForeJ","C57BL.6J.Chr7PWD.ForeJ","C57BL.6J.Chr8PWD.ForeJ","C57BL.6J.Chr9PWD.ForeJ","C57BL.6J.Chr10.1PWD.ForeJ","C57BL.6J.Chr10.2PWD.ForeJ","C57BL.6J.Chr10.3PWD.ForeJ","C57BL.6J.Chr11.1PWD.ForeJ","C57BL.6J.Chr11.2PWD.ForeJ","C57BL.6J.Chr11.3PWD.ForeJ","C57BL.6J.Chr12PWD.ForeJ","C57BL.6J.Chr13PWD.ForeJ","C57BL.6J.Chr14PWD.ForeJ","C57BL.6J.Chr16PWD.ForeJ","C57BL.6J.Chr18PWD.ForeJ","C57BL.6J.Chr19PWD.ForeJ","C57BL.6J.ChrX.1PWD.ForeJ","C57BL.6J.ChrX.2PWD.ForeJ","C57BL.6J.ChrX.3PWD.ForeJ","C57BL.6J.ChrYPWD.ForeJ","C57BL.6J.ChrMTPWD.ForeJ","C57BL.6J","PWD","C57BL.6J.Chr15PWD.ForeJ","C57BL.6J.Chr17PWD.ForeJ","mm10positionBp"
"JAX00621852","6",109509174,50.1053,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",109559180
"JAX00621975","6",110198619,51.1179,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",110248625
"JAX00622316","6",111921615,52.1276,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",111971621
"JAX00145647","6",114936909,53.13,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114986891
"JAX00623578","6",116826825,54.1466,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",116876807
"JAX00145834","6",117417566,55.1575,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117467548
"JAX00624031","6",118863823,56.1886,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",118913805
"JAX00624491","6",121240441,57.2091,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",121290423
"JAX00624792","6",123093349,58.2173,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",123143331
"JAX00625006","6",125024115,59.221,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125074097
"JAX00146453","6",125957247,60.2486,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",126007229
"JAX00625298","6",126457978,61.2998,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",126507960
"JAX00625482","6",127341883,62.3091,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",127391865
"JAX00146708","6",129368213,63.3105,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129418195
"JAX00147038","6",133867009,64.3285,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",133916991
"JAX00626940","6",134400701,65.3839,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",134450683
"JAX00627371","6",135697209,66.3849,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",135747191
"JAX00627958","6",137735047,67.4109,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",137786526
"JAX00628077","6",138100834,68.4324,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",138152313
"JAX00628362","6",139100391,69.4843,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139151870
"JAX00628750","6",140452299,70.4891,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",140503778
"JAX00628894","6",141011463,71.5244,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141062942
"JAX00629027","6",141559343,72.5388,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141610822
"JAX00629128","6",142203317,73.7311,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",142254797
"JAX00629313","6",142745591,74.7351,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",142797071
"JAX00629512","6",143435097,75.761,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",143486577
"JAX00629826","6",144428875,76.7664,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",144480355
"JAX00148034","6",147168092,77.889,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",147219570
"JAX00631004","6",149269641,78.8937,"B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",149321119
"JAX00631060","7",3073581,1.795,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3121981
"JAX00631252","7",4819926,2.8149,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",4868324
"JAX00231329","7",6538349,3.8184,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",6585638
"JAX00148517","7",9078713,5.302,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",8801956
"JAX00148570","7",10792005,6.3026,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",10206656
"JAX00631838","7",12518902,7.3111,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",11933553
"JAX00723885","7",15442859,8.3205,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",14857510
"JAX00149145","7",19441479,9.3579,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",18856130
"JAX00149343","7",25172596,10.4728,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24387577
"JAX00633422","7",25353042,11.5408,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24568023
"JAX00149370","7",25534488,12.6147,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24749469
"JAX00633494","7",25706587,13.6332,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24921568
"JAX00633741","7",27177361,14.6499,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26392342
"JAX00149532","7",27717538,15.6509,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26932519
"JAX00634054","7",28937340,16.6546,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",28152321
"JAX00231654","7",31214210,17.9685,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",30429191
"JAX00149811","7",31438661,19.0026,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",30653642
"JAX00635179","7",35321948,20.0599,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",34536929
"JAX00635465","7",35940454,21.0789,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35155435
"JAX00635832","7",37253135,22.0984,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",36468116
"JAX00635981","7",37582446,23.0989,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",36797427
"JAX00636135","7",38039109,24.1257,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",37254090
"JAX00636322","7",38540217,25.1367,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",37755198
"JAX00150426","7",47485299,26.2083,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",40229929
"JAX00636678","7",47664358,27.2335,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",40408988
"JAX00636888","7",48576159,28.2401,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",41320789
"JAX00637477","7",52556876,29.2412,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",45301506
"JAX00637863","7",53857889,30.3724,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",46602519
"JAX00638506","7",56676803,31.3749,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",49421433
"JAX00151166","7",57597461,32.3911,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",50342091
"JAX00639878","7",62810141,33.3918,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",55554771
"JAX00152041","7",69721166,34.3961,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",62576280
"JAX00641769","7",73108997,35.4175,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",65964111
"JAX00642075","7",74118999,36.4176,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",66974113
"JAX00642323","7",75313860,37.4203,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",68168974
"JAX00152605","7",77259096,38.5794,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",70114210
"JAX00642788","7",77925773,39.6097,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",70780887
"JAX00152694","7",78427022,40.6221,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",71282136
"JAX00152821","7",80129757,41.6295,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",72984871
"JAX00152914","7",81371428,42.7744,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",74226542
"JAX00643975","7",82944716,43.7819,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",75799830
"JAX00232381","7",85863512,44.7826,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",78718626
"JAX00232461","7",89142823,45.9043,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",81997937
"JAX00645273","7",89243570,46.92,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",82098684
"JAX00645591","7",90959700,47.9503,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",83811190
"JAX00153888","7",94396119,49.01,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",87247609
"JAX00646404","7",96696410,50.0367,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",89547900
"JAX00646722","7",98194899,51.0452,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",91046389
"JAX00190163","7",101742425,52.0483,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",94593915
"JAX00648056","7",104080152,53.0501,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",96931642
"JAX00648553","7",106426571,54.0518,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",99278061
"JAX00649665","7",111325350,55.131,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",104176836
"JAX00190186","7",114396376,56.1315,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",107252862
"JAX00650160","7",114550653,57.207,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",107407139
"JAX00651095","7",118654331,58.2088,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",111510817
"JAX00651598","7",120660578,59.2105,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",113517064
"JAX00651829","7",121893027,60.2358,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",114749513
"JAX00652011","7",122560888,61.2466,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",115417374
"JAX00652409","7",124144944,62.2645,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117001430
"JAX00652618","7",124803841,63.2652,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",117660327
"JAX00156314","7",127003960,64.2731,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",119860446
"JAX00156477","7",129172788,65.2845,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",122029274
"JAX00653954","7",129722686,66.2954,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",122579172
"JAX00156531","7",129902223,67.3003,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",122758709
"JAX00654645","7",132171912,68.3255,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",125028398
"JAX00655225","7",134241714,69.3276,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",127098200
"JAX00655531","7",135769891,70.3345,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",128626377
"JAX00655646","7",136272659,71.3542,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129129145
"JAX00655741","7",136736290,72.3707,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",129592776
"JAX00656080","7",138256336,73.3771,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",131112822
"JAX00656148","7",138730188,74.4163,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",131586674
"JAX00157229","7",139216425,75.5229,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",132024742
"JAX00656538","7",140467380,76.5408,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",133275697
"JAX00656652","7",141042829,77.553,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",133851146
"JAX00157402","7",141527267,78.561,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",134335584
"JAX00157433","7",141915461,79.5646,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",134723778
"JAX00233481","7",142011844,80.5955,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",134820161
"JAX00657191","7",143326493,81.6023,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",136134810
"JAX00233553","7",144840552,82.6024,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",137648869
"JAX00157757","7",146253891,83.8045,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139067992
"JAX00658131","7",146950623,84.8233,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",139764724
"JAX00658307","7",147876743,85.8504,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",140690844
"JAX00157940","7",148675342,86.8522,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",141489443
"JAX00658651","7",149481602,87.8635,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",142295697
"JAX00158193","7",152084142,88.916,"B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",144898237
"JAX00659231","8",3083611,1.7853,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",3083611
"JAX00158569","8",7619268,2.787,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",7619268
"JAX00660328","8",9075930,3.7885,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",9075930
"JAX00660578","8",10306506,4.7962,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",10306506
"JAX00661316","8",13345897,5.7972,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",13345897
"JAX00159075","8",14352429,6.8043,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",14352429
"JAX00661794","8",15208462,7.8209,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",15208462
"JAX00159268","8",16952317,8.8223,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",16952317
"JAX00159373","8",18339527,9.8227,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",18339527
"JAX00662989","8",23127434,10.8301,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",22016962
"JAX00159732","8",25065533,11.8354,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",23955061
"JAX00663520","8",25735999,12.9056,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",24625527
"JAX00159843","8",26546111,13.9332,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",25435639
"JAX00663848","8",27716577,14.9506,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",26606105
"JAX00159982","8",28385663,15.9599,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",27275191
"JAX00664491","8",31634213,17.0452,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",30523741
"JAX00160273","8",32274333,18.0566,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",31163861
"JAX00665037","8",33981328,19.0659,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",32870856
"JAX00160424","8",34289486,20.1198,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",33179014
"JAX00665310","8",35363744,21.1357,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",34300690
"JAX00665754","8",37054327,22.1807,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",35991273
"JAX00665977","8",38076490,23.1838,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",37013436
"JAX00161222","8",44928060,24.1847,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",43842706
"JAX00667376","8",46382670,25.2016,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",45297316
"JAX00161400","8",47286532,26.2158,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",46201178
"JAX00668108","8",49902410,27.2184,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",48817056
"JAX00668306","8",51024978,28.2288,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",49939624
"JAX00668946","8",55467077,29.2444,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",54381723
"JAX00669466","8",60193658,30.2642,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",57714861
"JAX00670193","8",64013489,31.2734,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",61534692
"JAX00162719","8",66582624,32.2775,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",64103827
"JAX00671226","8",69742791,33.2808,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",67218892
"JAX00671896","8",73414885,34.3745,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",70890986
"JAX00163465","8",76605798,35.3746,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",74081899
"JAX00672940","8",79571873,36.3788,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",77047974
"JAX00163839","8",81579696,37.3803,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",79055797
"JAX00235058","8",83213386,38.3983,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",80689487
"JAX00674129","8",85015250,39.4555,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",82491351
"JAX00674440","8",86753585,40.6603,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",84229686
"JAX00674735","8",88523246,41.6646,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",85999347
"JAX00164505","8",90495674,42.6994,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",87971775
"JAX00164626","8",92090166,43.7345,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",89566267
"JAX00676356","8",94697025,44.7416,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",92173126
"JAX00676846","8",96081501,45.7429,"B","B","B","B","B","B","B","P","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","P","B","B",93557601
